Sort,FIPS,State,County,Latitude,Longitude
659,17127,IL,Massac,37.216119,-88.7057
660,17129,IL,Menard,40.022569,-89.7941
661,17131,IL,Mercer,41.204791,-90.7414
662,17133,IL,Monroe,38.277983,-90.1791
663,17135,IL,Montgomery,39.228092,-89.478
664,17137,IL,Morgan,39.716806,-90.2023
665,17139,IL,Moultrie,39.636896,-88.6257
666,17141,IL,Ogle,42.041884,-89.3202
667,17143,IL,Peoria,40.785999,-89.7674
668,17145,IL,Perry,38.084385,-89.3685
669,17147,IL,Piatt,40.009056,-88.5923
670,17149,IL,Pike,39.625106,-90.889
671,17151,IL,Pope,37.417169,-88.5424
672,17153,IL,Pulaski,37.215615,-89.1278
673,17155,IL,Putnam,41.19894,-89.2984
674,17157,IL,Randolph,38.056515,-89.8212
675,17159,IL,Richland,38.71155,-88.0857
676,17161,IL,Rock Island,41.468404,-90.5722
677,17163,IL,St. Clair,38.470198,-89.9285
678,17165,IL,Saline,37.751653,-88.545
679,17167,IL,Sangamon,39.756378,-89.6623
680,17169,IL,Schuyler,40.156905,-90.6135
681,17171,IL,Scott,39.63698,-90.4778
682,17173,IL,Shelby,39.384926,-88.7989
683,17175,IL,Stark,41.096908,-89.7974
684,17177,IL,Stephenson,42.349726,-89.666
685,17179,IL,Tazewell,40.508074,-89.5163
686,17181,IL,Union,37.475104,-89.2529
687,17183,IL,Vermilion,40.18674,-87.7268
688,17185,IL,Wabash,38.445821,-87.8392
689,17187,IL,Warren,40.850441,-90.6202
690,17189,IL,Washington,38.353141,-89.4172
691,17191,IL,Wayne,38.431948,-88.4321
692,17193,IL,White,38.087372,-88.1786
693,17195,IL,Whiteside,41.750571,-89.911
694,17197,IL,Will,41.448474,-87.9785
695,17199,IL,Williamson,37.730353,-88.93
696,17201,IL,Winnebago,42.337396,-89.1612
697,17203,IL,Woodford,40.789596,-89.2103
698,18001,IN,Adams,40.745733,-84.9361
699,18003,IN,Allen,41.091855,-85.0722
700,18005,IN,Bartholomew,39.205843,-85.898
701,18007,IN,Benton,40.608253,-87.3155
702,18009,IN,Blackford,40.472672,-85.3237
703,18011,IN,Boone,40.050892,-86.469
704,18013,IN,Brown,39.192585,-86.2394
705,18015,IN,Carroll,40.58498,-86.5651
706,18017,IN,Cass,40.753799,-86.3552
707,18019,IN,Clark,38.476217,-85.7111
708,18021,IN,Clay,39.393951,-87.1158
709,18023,IN,Clinton,40.305944,-86.4776
710,18025,IN,Crawford,38.289433,-86.4409
711,18027,IN,Daviess,38.696155,-87.077
712,18029,IN,Dearborn,39.151491,-84.9735
713,18031,IN,Decatur,39.30598,-85.4998
714,18033,IN,DeKalb,41.401189,-85.0002
715,18035,IN,Delaware,40.227165,-85.3989
716,18037,IN,Dubois,38.373344,-86.8734
717,18039,IN,Elkhart,41.600693,-85.864
718,18041,IN,Fayette,39.639655,-85.185
719,18043,IN,Floyd,38.317937,-85.9115
720,18045,IN,Fountain,40.121282,-87.2348
721,18047,IN,Franklin,39.409762,-85.067
722,18049,IN,Fulton,41.050384,-86.265
723,18051,IN,Gibson,38.317413,-87.5806
724,18053,IN,Grant,40.515758,-85.6549
725,18055,IN,Greene,39.0486,-87.0052
726,18057,IN,Hamilton,40.04987,-86.0206
727,18059,IN,Hancock,39.822604,-85.7729
728,18061,IN,Harrison,38.18644,-86.1037
729,18063,IN,Hendricks,39.768749,-86.5103
730,18065,IN,Henry,39.929576,-85.3973
731,18067,IN,Howard,40.483537,-86.1141
732,18069,IN,Huntington,40.826394,-85.4786
733,18071,IN,Jackson,38.911957,-86.0425
734,18073,IN,Jasper,41.017688,-87.1188
735,18075,IN,Jay,40.434972,-85.0034
736,18077,IN,Jefferson,38.783604,-85.4401
737,18079,IN,Jennings,38.996234,-85.6281
738,18081,IN,Johnson,39.495986,-86.0946
739,18083,IN,Knox,38.688663,-87.4202
740,18085,IN,Kosciusko,41.244293,-85.8616
741,18087,IN,LaGrange,41.642468,-85.4263
742,18089,IN,Lake,41.472239,-87.3743
743,18091,IN,LaPorte,41.549011,-86.7447
744,18093,IN,Lawrence,38.839815,-86.4878
745,18095,IN,Madison,40.166203,-85.7225
746,18097,IN,Marion,39.782976,-86.1358
747,18099,IN,Marshall,41.325003,-86.269
748,18101,IN,Martin,38.705322,-86.8018
749,18103,IN,Miami,40.772881,-86.0443
750,18105,IN,Monroe,39.160751,-86.5233
751,18107,IN,Montgomery,40.040296,-86.8927
752,18109,IN,Morgan,39.482646,-86.4475
753,18111,IN,Newton,40.962399,-87.4022
754,18113,IN,Noble,41.400794,-85.4179
755,18115,IN,Ohio,38.940527,-84.9643
756,18117,IN,Orange,38.547381,-86.4893
757,18119,IN,Owen,39.317339,-86.8388
758,18121,IN,Parke,39.77425,-87.197
759,18123,IN,Perry,38.081436,-86.6265
760,18125,IN,Pike,38.397898,-87.2325
761,18127,IN,Porter,41.509922,-87.0713
762,18129,IN,Posey,38.027614,-87.8687
763,18131,IN,Pulaski,41.045272,-86.6925
764,18133,IN,Putnam,39.665545,-86.8533
765,18135,IN,Randolph,40.164414,-85.005
766,18137,IN,Ripley,39.10023,-85.2605
767,18139,IN,Rush,39.622312,-85.4665
768,18141,IN,St. Joseph,41.617699,-86.2882
769,18143,IN,Scott,38.679431,-85.7519
770,18145,IN,Shelby,39.524135,-85.7922
771,18147,IN,Spencer,38.009789,-87.0106
772,18149,IN,Starke,41.28322,-86.6476
773,18151,IN,Steuben,41.643437,-85.0025
774,18153,IN,Sullivan,39.089225,-87.4158
775,18155,IN,Switzerland,38.825846,-85.0297
776,18157,IN,Tippecanoe,40.38926,-86.8939
777,18159,IN,Tipton,40.310229,-86.0562
778,18161,IN,Union,39.623111,-84.9252
779,18163,IN,Vanderburgh,38.02007,-87.5862
780,18165,IN,Vermillion,39.854045,-87.4621
781,18167,IN,Vigo,39.429143,-87.3904
782,18169,IN,Wabash,40.843717,-85.7952
783,18171,IN,Warren,40.352658,-87.3758
784,18173,IN,Warrick,38.097764,-87.272
785,18175,IN,Washington,38.600613,-86.1048
786,18177,IN,Wayne,39.863091,-85.0067
787,18179,IN,Wells,40.735273,-85.213
788,18181,IN,White,40.75095,-86.8643
789,18183,IN,Whitley,41.136426,-85.5019
790,19001,IA,Adair,41.328528,-94.4782
791,19003,IA,Adams,41.021656,-94.6969
792,19005,IA,Allamakee,43.274964,-91.3828
793,19007,IA,Appanoose,40.744683,-92.8703
794,19009,IA,Audubon,41.679178,-94.9043
795,19011,IA,Benton,42.092547,-92.0576
796,19013,IA,Black Hawk,42.472888,-92.3061
797,19015,IA,Boone,42.038601,-93.9391
798,19017,IA,Bremer,42.78089,-92.3276
799,19019,IA,Buchanan,42.470328,-91.8387
800,19021,IA,Buena Vista,42.741522,-95.1414
801,19023,IA,Butler,42.734708,-92.7801
802,19025,IA,Calhoun,42.38617,-94.6437
803,19027,IA,Carroll,42.039492,-94.8676
804,19029,IA,Cass,41.333824,-94.9333
805,19031,IA,Cedar,41.772355,-91.1322
806,19033,IA,Cerro Gordo,43.075171,-93.2513
807,19035,IA,Cherokee,42.742738,-95.6333
808,19037,IA,Chickasaw,43.059741,-92.3172
809,19039,IA,Clarke,41.029191,-93.7841
810,19041,IA,Clay,43.079822,-95.1497
811,19043,IA,Clayton,42.840998,-91.3235
812,19045,IA,Clinton,41.898073,-90.5342
813,19047,IA,Crawford,42.043119,-95.3891
814,19049,IA,Dallas,41.685321,-94.0407
815,19051,IA,Davis,40.748089,-92.4103
816,19053,IA,Decatur,40.736379,-93.7846
817,19055,IA,Delaware,42.473003,-91.3594
818,19057,IA,Des Moines,40.915339,-91.1869
819,19059,IA,Dickinson,43.389611,-95.1961
820,19061,IA,Dubuque,42.463481,-90.8788
821,19063,IA,Emmet,43.377984,-94.6694
822,19065,IA,Fayette,42.86445,-91.8394
823,19067,IA,Floyd,43.052741,-92.7874
824,19069,IA,Franklin,42.736549,-93.2714
825,19071,IA,Fremont,40.743726,-95.5995
826,19073,IA,Greene,42.042494,-94.3887
827,19075,IA,Grundy,42.403323,-92.7903
828,19077,IA,Guthrie,41.683573,-94.5013
829,19079,IA,Hamilton,42.390768,-93.7092
830,19081,IA,Hancock,43.075411,-93.7437
831,19083,IA,Hardin,42.389955,-93.2411
832,19085,IA,Harrison,41.688584,-95.8271
833,19087,IA,Henry,40.985864,-91.5443
834,19089,IA,Howard,43.365313,-92.3219
835,19091,IA,Humboldt,42.782221,-94.2028
836,19093,IA,Ida,42.39186,-95.5074
837,19095,IA,Iowa,41.683918,-92.0591
838,19097,IA,Jackson,42.164281,-90.5746
839,19099,IA,Jasper,41.685686,-93.053
840,19101,IA,Jefferson,41.00688,-91.9671
841,19103,IA,Johnson,41.668737,-91.5888
842,19105,IA,Jones,42.125118,-91.1169
843,19107,IA,Keokuk,41.331182,-92.1677
844,19109,IA,Kossuth,43.212478,-94.214
845,19111,IA,Lee,40.647588,-91.4772
846,19113,IA,Linn,42.077951,-91.5977
847,19115,IA,Louisa,41.218211,-91.257
848,19117,IA,Lucas,41.033344,-93.3315
849,19119,IA,Lyon,43.38358,-96.2072
850,19121,IA,Madison,41.330622,-94.0152
851,19123,IA,Mahaska,41.330797,-92.6364
852,19125,IA,Marion,41.331455,-93.0938
853,19127,IA,Marshall,42.041691,-92.9815
854,19129,IA,Mills,41.033703,-95.6191
855,19131,IA,Mitchell,43.348564,-92.7845
856,19133,IA,Monona,42.049432,-95.9566
857,19135,IA,Monroe,41.028847,-92.8696
858,19137,IA,Montgomery,41.021735,-95.1578
859,19139,IA,Muscatine,41.483776,-91.1187
860,19141,IA,O'Brien,43.083746,-95.6256
861,19143,IA,Osceola,43.378542,-95.6338
862,19145,IA,Page,40.73909,-95.1443
863,19147,IA,Palo Alto,43.075854,-94.6673
864,19149,IA,Plymouth,42.737585,-96.2159
865,19151,IA,Pocahontas,42.734033,-94.6783
866,19153,IA,Polk,41.684281,-93.5697
867,19155,IA,Pottawattamie,41.340184,-95.5449
868,19157,IA,Poweshiek,41.684526,-92.5229
869,19159,IA,Ringgold,40.735334,-94.2443
870,19161,IA,Sac,42.387526,-95.1052
871,19163,IA,Scott,41.641679,-90.6223
872,19165,IA,Shelby,41.679014,-95.3089
873,19167,IA,Sioux,43.082854,-96.1779
874,19169,IA,Story,42.037538,-93.4661
875,19171,IA,Tama,42.074848,-92.5294
876,19173,IA,Taylor,40.737949,-94.6971
877,19175,IA,Union,41.02855,-94.2451
878,19177,IA,Van Buren,40.754117,-91.9529
879,19179,IA,Wapello,41.031263,-92.4095
880,19181,IA,Warren,41.336769,-93.5644
881,19183,IA,Washington,41.329401,-91.7251
882,19185,IA,Wayne,40.739983,-93.3326
883,19187,IA,Webster,42.434397,-94.1792
884,19189,IA,Winnebago,43.378124,-93.7435
885,19191,IA,Winneshiek,43.292989,-91.8508
886,19193,IA,Woodbury,42.39322,-96.0533
887,19195,IA,Worth,43.373491,-93.2485
888,19197,IA,Wright,42.733007,-93.7347
889,20001,KS,Allen,37.884229,-95.3009
890,20003,KS,Anderson,38.215114,-95.292
891,20005,KS,Atchison,39.532544,-95.3134
892,20007,KS,Barber,37.222906,-98.6851
893,20009,KS,Barton,38.481239,-98.7678
894,20011,KS,Bourbon,37.8561,-94.8509
895,20013,KS,Brown,39.825931,-95.5699
896,20015,KS,Butler,37.773681,-96.8388
897,20017,KS,Chase,38.298553,-96.5941
898,20019,KS,Chautauqua,37.154259,-96.2454
899,20021,KS,Cherokee,37.169392,-94.8457
900,20023,KS,Cheyenne,39.789256,-101.7273
901,20025,KS,Clark,37.233831,-99.8139
902,20027,KS,Clay,39.344964,-97.1689
903,20029,KS,Cloud,39.487329,-97.6414
904,20031,KS,Coffey,38.23645,-95.7291
905,20033,KS,Comanche,37.189071,-99.2541
906,20035,KS,Cowley,37.234507,-96.8372
907,20037,KS,Crawford,37.505628,-94.8539
908,20039,KS,Decatur,39.783542,-100.4597
909,20041,KS,Dickinson,38.867735,-97.1579
910,20043,KS,Doniphan,39.788502,-95.1472
911,20045,KS,Douglas,38.896573,-95.2905
912,20047,KS,Edwards,37.883595,-99.3047
913,20049,KS,Elk,37.456026,-96.2446
914,20051,KS,Ellis,38.914596,-99.3173
915,20053,KS,Ellsworth,38.700845,-98.2054
916,20055,KS,Finney,38.049855,-100.7399
917,20057,KS,Ford,37.688365,-99.8847
918,20059,KS,Franklin,38.558019,-95.279
919,20061,KS,Geary,39.002155,-96.768
920,20063,KS,Gove,38.917239,-100.4874
921,20065,KS,Graham,39.349445,-99.881
922,20067,KS,Grant,37.547537,-101.2994
923,20069,KS,Gray,37.744513,-100.4517
924,20071,KS,Greeley,38.480408,-101.806
925,20073,KS,Greenwood,37.878659,-96.2422
926,20075,KS,Hamilton,37.995244,-101.7937
927,20077,KS,Harper,37.188184,-98.0666
928,20079,KS,Harvey,38.050144,-97.4367
929,20081,KS,Haskell,37.55855,-100.8769
930,20083,KS,Hodgeman,38.087493,-99.8984
931,20085,KS,Jackson,39.410989,-95.7945
932,20087,KS,Jefferson,39.239644,-95.3753
933,20089,KS,Jewell,39.77701,-98.2226
934,20091,KS,Johnson,38.883907,-94.8223
935,20093,KS,Kearny,37.994461,-101.3081
936,20095,KS,Kingman,37.552951,-98.1445
937,20097,KS,Kiowa,37.561231,-99.2865
938,20099,KS,Labette,37.191468,-95.2975
939,20101,KS,Lane,38.481286,-100.4662
940,20103,KS,Leavenworth,39.189511,-95.039
941,20105,KS,Lincoln,39.047276,-98.2143
942,20107,KS,Linn,38.216549,-94.8449
943,20109,KS,Logan,38.91327,-101.1574
944,20111,KS,Lyon,38.455498,-96.1616
945,20113,KS,McPherson,38.395812,-97.6475
946,20115,KS,Marion,38.359647,-97.1028
947,20117,KS,Marshall,39.782709,-96.5212
948,20119,KS,Meade,37.243886,-100.3601
949,20121,KS,Miami,38.566772,-94.833
950,20123,KS,Mitchell,39.393026,-98.2074
951,20125,KS,Montgomery,37.189537,-95.7424
952,20127,KS,Morris,38.687696,-96.6449
953,20129,KS,Morton,37.18525,-101.8095
954,20131,KS,Nemaha,39.791043,-96.0054
955,20133,KS,Neosho,37.564283,-95.3157
956,20135,KS,Ness,38.480437,-99.9087
957,20137,KS,Norton,39.783867,-99.8992
958,20139,KS,Osage,38.649706,-95.7273
959,20141,KS,Osborne,39.348649,-98.7679
960,20143,KS,Ottawa,39.137963,-97.6548
961,20145,KS,Pawnee,38.182873,-99.2322
962,20147,KS,Phillips,39.784506,-99.3422
963,20149,KS,Pottawatomie,39.382187,-96.3371
964,20151,KS,Pratt,37.647594,-98.7401
965,20153,KS,Rawlins,39.786198,-101.0767
966,20155,KS,Reno,37.948185,-98.0783
967,20157,KS,Republic,39.82891,-97.6509
968,20159,KS,Rice,38.347178,-98.2014
969,20161,KS,Riley,39.291211,-96.7275
970,20163,KS,Rooks,39.346006,-99.3245
971,20165,KS,Rush,38.523592,-99.3092
972,20167,KS,Russell,38.916839,-98.7656
973,20169,KS,Saline,38.786327,-97.6502
974,20171,KS,Scott,38.481877,-100.9064
975,20173,KS,Sedgwick,37.683807,-97.4595
976,20175,KS,Seward,37.180585,-100.8547
977,20177,KS,Shawnee,39.041805,-95.7557
978,20179,KS,Sheridan,39.350543,-100.4412
979,20181,KS,Sherman,39.351352,-101.7199
980,20183,KS,Smith,39.78466,-98.7854
981,20185,KS,Stafford,38.03563,-98.7199
982,20187,KS,Stanton,37.565932,-101.7894
983,20189,KS,Stevens,37.202356,-101.3158
984,20191,KS,Sumner,37.236663,-97.4933
985,20193,KS,Thomas,39.357706,-101.0834
986,20195,KS,Trego,38.921302,-99.8654
987,20197,KS,Wabaunsee,38.955154,-96.2013
988,20199,KS,Wallace,38.926626,-101.7711
989,20201,KS,Washington,39.776714,-97.0956
990,20203,KS,Wichita,38.481922,-101.3474
991,20205,KS,Wilson,37.558515,-95.7452
992,20207,KS,Woodson,37.888484,-95.7576
993,20209,KS,Wyandotte,39.115384,-94.7631
994,21001,KY,Adair,37.105541,-85.2814
995,21003,KY,Allen,36.75077,-86.1925
996,21005,KY,Anderson,38.005396,-84.9864
997,21007,KY,Ballard,37.05112,-89.0092
998,21009,KY,Barren,36.963614,-85.925
999,21011,KY,Bath,38.152249,-83.7376
1000,21013,KY,Bell,36.72268,-83.681
1001,21015,KY,Boone,38.974595,-84.7314
1002,21017,KY,Bourbon,38.202562,-84.2099
1003,21019,KY,Boyd,38.360004,-82.6814
1004,21021,KY,Boyle,37.6182,-84.873
1005,21023,KY,Bracken,38.678523,-84.1004
1006,21025,KY,Breathitt,37.521178,-83.3224
1007,21027,KY,Breckinridge,37.778109,-86.4328
1008,21029,KY,Bullitt,37.969572,-85.703
1009,21031,KY,Butler,37.207013,-86.6825
1010,21033,KY,Caldwell,37.148643,-87.8705
1011,21035,KY,Calloway,36.620978,-88.2741
1012,21037,KY,Campbell,38.946981,-84.3796
1013,21039,KY,Carlisle,36.857726,-88.9758
1014,21041,KY,Carroll,38.668284,-85.1241
1015,21043,KY,Carter,38.309555,-83.0488
1016,21045,KY,Casey,37.321962,-84.9282
1017,21047,KY,Christian,36.893388,-87.4936
1018,21049,KY,Clark,37.970133,-84.145
1019,21051,KY,Clay,37.164466,-83.7108
1020,21053,KY,Clinton,36.729124,-85.1535
1021,21055,KY,Crittenden,37.358149,-88.105
1022,21057,KY,Cumberland,36.784227,-85.3935
1023,21059,KY,Daviess,37.731671,-87.0871
1024,21061,KY,Edmonson,37.227856,-86.2178
1025,21063,KY,Elliott,38.116425,-83.0975
1026,21065,KY,Estill,37.69246,-83.9639
1027,21067,KY,Fayette,38.040157,-84.4584
1028,21069,KY,Fleming,38.368431,-83.7062
1029,21071,KY,Floyd,37.558283,-82.7403
1030,21073,KY,Franklin,38.234919,-84.8688
1031,21075,KY,Fulton,36.55262,-89.1877
1032,21077,KY,Gallatin,38.760184,-84.8621
1033,21079,KY,Garrard,37.630162,-84.5459
1034,21081,KY,Grant,38.64921,-84.6259
1035,21083,KY,Graves,36.723344,-88.6499
1036,21085,KY,Grayson,37.458577,-86.344
1037,21087,KY,Green,37.269637,-85.5614
1038,21089,KY,Greenup,38.563596,-82.9338
1039,21091,KY,Hancock,37.843389,-86.7928
1040,21093,KY,Hardin,37.695836,-85.9632
1041,21095,KY,Harlan,36.859223,-83.2215
1042,21097,KY,Harrison,38.443489,-84.3328
1043,21099,KY,Hart,37.313856,-85.882
1044,21101,KY,Henderson,37.792542,-87.5726
1045,21103,KY,Henry,38.451561,-85.1201
1046,21105,KY,Hickman,36.675916,-88.972
1047,21107,KY,Hopkins,37.31107,-87.5422
1048,21109,KY,Jackson,37.40332,-84.0207
1049,21111,KY,Jefferson,38.189533,-85.6576
1050,21113,KY,Jessamine,37.873291,-84.584
1051,21115,KY,Johnson,37.84926,-82.8306
1052,21117,KY,Kenton,38.930477,-84.5335
1053,21119,KY,Knott,37.354703,-82.9491
1054,21121,KY,Knox,36.887476,-83.8556
1055,21123,KY,Larue,37.545518,-85.6972
1056,21125,KY,Laurel,37.113268,-84.1194
1057,21127,KY,Lawrence,38.074459,-82.7383
1058,21129,KY,Lee,37.605383,-83.7185
1059,21131,KY,Leslie,37.087846,-83.3886
1060,21133,KY,Letcher,37.118503,-82.8612
1061,21135,KY,Lewis,38.532051,-83.3733
1062,21137,KY,Lincoln,37.457257,-84.6581
1063,21139,KY,Livingston,37.209517,-88.3634
1064,21141,KY,Logan,36.859829,-86.8814
1065,21143,KY,Lyon,37.023976,-88.0834
1066,21145,KY,McCracken,37.053688,-88.7124
1067,21147,KY,McCreary,36.731136,-84.4911
1068,21149,KY,McLean,37.530575,-87.2629
1069,21151,KY,Madison,37.723528,-84.277
1070,21153,KY,Magoffin,37.698954,-83.0697
1071,21155,KY,Marion,37.552247,-85.2692
1072,21157,KY,Marshall,36.882017,-88.3328
1073,21159,KY,Martin,37.796774,-82.5066
1074,21161,KY,Mason,38.594068,-83.8281
1075,21163,KY,Meade,37.967476,-86.2009
1076,21165,KY,Menifee,37.950715,-83.5973
1077,21167,KY,Mercer,37.812085,-84.8797
1078,21169,KY,Metcalfe,36.990394,-85.6296
1079,21171,KY,Monroe,36.714077,-85.7135
1080,21173,KY,Montgomery,38.038138,-83.9123
1081,21175,KY,Morgan,37.92294,-83.2589
1082,21177,KY,Muhlenberg,37.213816,-87.1341
1083,21179,KY,Nelson,37.803188,-85.466
1084,21181,KY,Nicholas,38.337132,-84.0256
1085,21183,KY,Ohio,37.477859,-86.8449
1086,21185,KY,Oldham,38.400046,-85.4561
1087,21187,KY,Owen,38.499603,-84.8415
1088,21189,KY,Owsley,37.423452,-83.6916
1089,21191,KY,Pendleton,38.690765,-84.354
1090,21193,KY,Perry,37.241282,-83.2178
1091,21195,KY,Pike,37.482067,-82.4029
1092,21197,KY,Powell,37.810379,-83.827
1093,21199,KY,Pulaski,37.108312,-84.58
1094,21201,KY,Robertson,38.513826,-84.0638
1095,21203,KY,Rockcastle,37.36122,-84.3144
1096,21205,KY,Rowan,38.205894,-83.426
1097,21207,KY,Russell,36.989127,-85.059
1098,21209,KY,Scott,38.289882,-84.5794
1099,21211,KY,Shelby,38.239426,-85.2284
1100,21213,KY,Simpson,36.740863,-86.5815
1101,21215,KY,Spencer,38.026976,-85.3215
1102,21217,KY,Taylor,37.365106,-85.3267
1103,21219,KY,Todd,36.840338,-87.1836
1104,21221,KY,Trigg,36.807681,-87.8587
1105,21223,KY,Trimble,38.618193,-85.3552
1106,21225,KY,Union,37.658029,-87.9517
1107,21227,KY,Warren,36.995634,-86.4236
1108,21229,KY,Washington,37.754209,-85.1754
1109,21231,KY,Wayne,36.802011,-84.8304
1110,21233,KY,Webster,37.520021,-87.6851
1111,21235,KY,Whitley,36.758021,-84.1446
1112,21237,KY,Wolfe,37.743774,-83.4951
1113,21239,KY,Woodford,38.042789,-84.7481
1114,22001,LA,Acadia,30.291497,-92.411
1115,22003,LA,Allen,30.652744,-92.8196
1116,22005,LA,Ascension,30.202946,-90.91
1117,22007,LA,Assumption,29.899884,-91.0505
1118,22009,LA,Avoyelles,31.085094,-91.9938
1119,22011,LA,Beauregard,30.645018,-93.3403
1120,22013,LA,Bienville,32.344268,-93.0615
1121,22015,LA,Bossier,32.696202,-93.618
1122,22017,LA,Caddo,32.577195,-93.8824
1123,22019,LA,Calcasieu,30.229559,-93.358
1124,22021,LA,Caldwell,32.101244,-92.1142
1125,22023,LA,Cameron,29.871989,-93.1654
1126,22025,LA,Catahoula,31.666517,-91.8467
1127,22027,LA,Claiborne,32.827585,-92.9911
1128,22029,LA,Concordia,31.469806,-91.6263
1129,22031,LA,De Soto,32.059248,-93.7408
1130,22033,LA,East Baton Rouge,30.544002,-91.0932
1131,22035,LA,East Carroll,32.73017,-91.2341
1132,22037,LA,East Feliciana,30.839784,-91.0434
1133,22039,LA,Evangeline,30.720693,-92.4041
1134,22041,LA,Franklin,32.138279,-91.6721
1135,22043,LA,Grant,31.597787,-92.5617
1136,22045,LA,Iberia,29.606013,-91.8427
1137,22047,LA,Iberville,30.288394,-91.3632
1138,22049,LA,Jackson,32.30448,-92.5567
1139,22051,LA,Jefferson,29.5033,-90.0362
1140,22053,LA,Jefferson Davis,30.269529,-92.8162
1141,22055,LA,Lafayette,30.206507,-92.0642
1142,22057,LA,Lafourche,29.491993,-90.3948
1143,22059,LA,La Salle,31.680836,-92.1618
1144,22061,LA,Lincoln,32.601148,-92.6621
1145,22063,LA,Livingston,30.440419,-90.7275
1146,22065,LA,Madison,32.365824,-91.2407
1147,22067,LA,Morehouse,32.820008,-91.8004
1148,22069,LA,Natchitoches,31.734982,-93.0861
1149,22071,LA,Orleans,30.068636,-89.939
1150,22073,LA,Ouachita,32.477495,-92.1548
1151,22075,LA,Plaquemines,29.402337,-89.2985
1152,22077,LA,Pointe Coupee,30.708319,-91.6046
1153,22079,LA,Rapides,31.193204,-92.536
1154,22081,LA,Red River,32.101213,-93.3491
1155,22083,LA,Richland,32.418121,-91.7584
1156,22085,LA,Sabine,31.560209,-93.5592
1157,22087,LA,St. Bernard,29.91811,-89.2635
1158,22089,LA,St. Charles,29.913833,-90.3593
1159,22091,LA,St. Helena,30.821423,-90.7094
1160,22093,LA,St. James,30.02482,-90.794
1161,22095,LA,St. John the Baptist,30.117471,-90.5047
1162,22097,LA,St. Landry,30.583441,-91.9893
1163,22099,LA,St. Martin,30.121433,-91.6115
1164,22101,LA,St. Mary,29.629349,-91.4638
1165,22103,LA,St. Tammany,30.410022,-89.952
1166,22105,LA,Tangipahoa,30.621581,-90.4066
1167,22107,LA,Tensas,32.001489,-91.3426
1168,22109,LA,Terrebonne,29.333266,-90.8442
1169,22111,LA,Union,32.829349,-92.3757
1170,22113,LA,Vermilion,29.786872,-92.2901
1171,22115,LA,Vernon,31.110563,-93.1815
1172,22117,LA,Washington,30.852144,-90.0463
1173,22119,LA,Webster,32.732152,-93.3398
1174,22121,LA,West Baton Rouge,30.464052,-91.3098
1175,22123,LA,West Carroll,32.79248,-91.452
1176,22125,LA,West Feliciana,30.872701,-91.421
1177,22127,LA,Winn,31.941187,-92.6413
1178,23001,ME,Androscoggin,44.167681,-70.2074
1179,23003,ME,Aroostook,46.727057,-68.6494
1180,23005,ME,Cumberland,43.808348,-70.3304
1181,23007,ME,Franklin,44.973012,-70.4447
1182,23009,ME,Hancock,44.564906,-68.3707
1183,23011,ME,Kennebec,44.417012,-69.7658
1184,23013,ME,Knox,44.042045,-69.0385
1185,23015,ME,Lincoln,43.994265,-69.514
1186,23017,ME,Oxford,44.494585,-70.7347
1187,23019,ME,Penobscot,45.390602,-68.6575
1188,23021,ME,Piscataquis,45.917678,-69.1045
1189,23023,ME,Sagadahoc,43.916694,-69.844
1190,23025,ME,Somerset,45.507482,-69.976
1191,23027,ME,Waldo,44.505361,-69.1397
1192,23029,ME,Washington,44.967009,-67.6094
1193,23031,ME,York,43.427239,-70.6704
1194,24001,MD,Allegany,39.612309,-78.7031
1195,24003,MD,Anne Arundel,38.993374,-76.5605
1196,24005,MD,Baltimore,39.443167,-76.6166
1197,24009,MD,Calvert,38.521358,-76.5259
1198,24011,MD,Caroline,38.871531,-75.8316
1199,24013,MD,Carroll,39.563189,-77.0155
1200,24015,MD,Cecil,39.562352,-75.9416
1201,24017,MD,Charles,38.472853,-77.0154
1202,24019,MD,Dorchester,38.429196,-76.0474
1203,24021,MD,Frederick,39.470427,-77.3976
1204,24023,MD,Garrett,39.529871,-79.2694
1205,24025,MD,Harford,39.537429,-76.2998
1206,24027,MD,Howard,39.252264,-76.9244
1207,24029,MD,Kent,39.239177,-76.1242
1208,24031,MD,Montgomery,39.137382,-77.2031
1209,24033,MD,Prince George's,38.82588,-76.8473
1210,24035,MD,Queen Anne's,39.040693,-76.0824
1211,24037,MD,St. Mary's,38.222666,-76.5343
1212,24039,MD,Somerset,38.07445,-75.8533
1213,24041,MD,Talbot,38.749427,-76.1791
1214,24043,MD,Washington,39.603621,-77.8147
1215,24045,MD,Wicomico,38.367389,-75.6322
1216,24047,MD,Worcester,38.222133,-75.3099
1217,24510,MD,Baltimore,39.300214,-76.6105
1218,25001,MA,Barnstable,41.798819,-70.2111
1219,25003,MA,Berkshire,42.375314,-73.2139
1220,25005,MA,Bristol,41.748576,-71.0871
1221,25007,MA,Dukes,41.380939,-70.7015
1222,25009,MA,Essex,42.642711,-70.8651
1223,25011,MA,Franklin,42.583791,-72.5917
1224,25013,MA,Hampden,42.136198,-72.6356
1225,25015,MA,Hampshire,42.339459,-72.6637
1226,25017,MA,Middlesex,42.479477,-71.3965
1227,25019,MA,Nantucket,41.305878,-70.1419
1228,25021,MA,Norfolk,42.169703,-71.1799
1229,25023,MA,Plymouth,41.987196,-70.7419
1230,25025,MA,Suffolk,42.33196,-71.0202
1231,25027,MA,Worcester,42.311693,-71.9403
